sku_id,sku_name,brand,manufacturer,category_level_1,category_level_2,category_level_3,sku_description,size_variant,unit_measure,mrp,selling_price,price_band,availability_status,rating,review_count,launch_date,discount_percent,ad_visibility_flag,high_intent_flag,avg_weekly_sales_units,avg_weekly_revenue,inventory_turnover_days,supplier_region,last_updated
SKU003168,Coca-Cola Makeup Pack of 6,Coca-Cola,Coca-Cola Pvt Ltd,Beauty & Personal Care,Makeup,Makeup,Coca-Cola Makeup product - high quality and customer favorite.,500ml,Pack,1162.31,1056.17,Low,Seasonal,3.8,3841,2023-08-10,9.13,True,True,4225,41724.79,21.67,Gujarat,2025-11-08
SKU003169,Colgate First Aid 100g,Colgate,Colgate Pvt Ltd,Medical & Wellness,First Aid,First Aid,Colgate First Aid product - high quality and customer favorite.,1L,L,1456.22,1438.71,Medium,Out of Stock,3.3,1960,2023-10-06,1.2,False,True,2904,67541.45,29.83,Telangana,2025-11-08
SKU003170,Tata Dog Food 500ml,Tata,Tata Pvt Ltd,Pet Care,Dog Food,Dog Food,Tata Dog Food product - high quality and customer favorite.,100g,ml,712.4,671.83,Low,Seasonal,4.5,3143,2023-01-01,5.69,True,False,4684,55958.84,14.71,Rajasthan,2025-11-08
SKU003171,Surf Excel Hoodies 500ml,Surf Excel,Surf Excel Pvt Ltd,Fashion & Merchandise,Hoodies,Hoodies,Surf Excel Hoodies product - high quality and customer favorite.,250g,Pack,339.13,319.82,High,In Stock,4.3,3460,2023-11-27,5.69,True,True,2658,71034.37,21.39,Rajasthan,2025-11-08
SKU003172,Himalaya OTC 1L,Himalaya,Himalaya Pvt Ltd,Medical & Wellness,OTC,OTC,Himalaya OTC product - high quality and customer favorite.,100g,ml,1059.69,1011.74,High,Out of Stock,4.6,3833,2023-08-13,4.52,False,False,957,95688.3,20.05,Rajasthan,2025-11-08
SKU003173,Pepsi Accessories 250g,Pepsi,Pepsi Pvt Ltd,Pet Care,Accessories,Accessories,Pepsi Accessories product - high quality and customer favorite.,200ml,ml,750.53,680.34,Low,In Stock,4.3,320,2023-02-13,9.35,True,False,4901,5690.75,28.6,Tamil Nadu,2025-11-08
SKU003174,Pepsi Food 200ml,Pepsi,Pepsi Pvt Ltd,Baby Care,Food,Food,Pepsi Food product - high quality and customer favorite.,1kg,L,1320.83,1224.48,High,Out of Stock,4.5,54,2023-08-30,7.29,True,False,3440,23823.74,25.44,Rajasthan,2025-11-08
SKU003175,Britannia Accessories Pack of 6,Britannia,Britannia Pvt Ltd,Pet Care,Accessories,Accessories,Britannia Accessories product - high quality and customer favorite.,100g,ml,1367.27,1268.66,Low,In Stock,4.0,4935,2024-05-06,7.21,True,True,3414,43663.07,7.06,Delhi,2025-11-08
SKU003176,Maggi Haircare 1L,Maggi,Maggi Pvt Ltd,Beauty & Personal Care,Haircare,Haircare,Maggi Haircare product - high quality and customer favorite.,1L,Pack,489.87,432.57,Medium,Out of Stock,3.7,3823,2023-12-13,11.7,False,False,3382,99691.18,5.76,Maharashtra,2025-11-08
SKU003177,Coca-Cola Hygiene 250g,Coca-Cola,Coca-Cola Pvt Ltd,Baby Care,Hygiene,Hygiene,Coca-Cola Hygiene product - high quality and customer favorite.,500g,g,856.87,844.46,Medium,Seasonal,3.9,1010,2023-05-07,1.45,False,False,2073,44982.37,17.13,Rajasthan,2025-11-08
SKU003178,Patanjali Hygiene 250g,Patanjali,Patanjali Pvt Ltd,Baby Care,Hygiene,Hygiene,Patanjali Hygiene product - high quality and customer favorite.,Pack of 6,g,775.73,661.26,High,Out of Stock,4.6,3303,2024-03-06,14.76,False,True,3985,28766.49,7.8,Maharashtra,2025-11-08
SKU003179,Pampers Storage Pack of 6,Pampers,Pampers Pvt Ltd,Home & Cleaning,Storage,Storage,Pampers Storage product - high quality and customer favorite.,500g,ml,871.85,851.7,Medium,Out of Stock,3.8,4629,2024-01-03,2.31,False,True,1274,65023.01,22.38,West Bengal,2025-11-08
SKU003180,Nivea Staples 1L,Nivea,Nivea Pvt Ltd,Grocery & Essentials,Staples,Staples,Nivea Staples product - high quality and customer favorite.,100g,Pack,839.65,817.39,High,In Stock,4.4,4273,2023-07-10,2.65,True,False,4912,82372.22,5.48,West Bengal,2025-11-08
SKU003181,Patanjali Gifting 200ml,Patanjali,Patanjali Pvt Ltd,Seasonal & Festive,Gifting,Gifting,Patanjali Gifting product - high quality and customer favorite.,500g,L,1091.32,927.52,Medium,Out of Stock,4.4,4326,2024-05-25,15.01,False,False,3743,55063.14,15.67,Gujarat,2025-11-08
SKU003182,Dove Haircare Pack of 12,Dove,Dove Pvt Ltd,Beauty & Personal Care,Haircare,Haircare,Dove Haircare product - high quality and customer favorite.,250g,ml,219.28,208.61,Low,In Stock,3.3,3930,2023-12-31,4.87,True,True,3836,16708.44,8.49,West Bengal,2025-11-08
SKU003183,Coca-Cola Gifting 1kg,Coca-Cola,Coca-Cola Pvt Ltd,Seasonal & Festive,Gifting,Gifting,Coca-Cola Gifting product - high quality and customer favorite.,Pack of 12,ml,447.45,361.82,Medium,Seasonal,4.5,46,2023-11-24,19.14,True,True,2348,13351.65,4.24,Rajasthan,2025-11-08
SKU003184,Pepsi Accessories 500g,Pepsi,Pepsi Pvt Ltd,Pet Care,Accessories,Accessories,Pepsi Accessories product - high quality and customer favorite.,100g,L,432.79,389.04,Medium,Out of Stock,3.3,1423,2023-01-31,10.11,True,False,4081,93912.41,29.13,Karnataka,2025-11-08
SKU003185,Dettol First Aid Pack of 12,Dettol,Dettol Pvt Ltd,Medical & Wellness,First Aid,First Aid,Dettol First Aid product - high quality and customer favorite.,Pack of 6,Pack,543.23,489.38,High,Seasonal,4.7,1269,2024-05-22,9.91,True,True,3518,90359.11,4.71,Karnataka,2025-11-08
SKU003186,Patanjali Bath 500g,Patanjali,Patanjali Pvt Ltd,Beauty & Personal Care,Bath,Bath,Patanjali Bath product - high quality and customer favorite.,200ml,Pack,271.62,236.48,Low,Out of Stock,3.9,1775,2024-05-22,12.94,True,False,2194,98368.5,25.74,Tamil Nadu,2025-11-08
SKU003187,Nestle Haircare 250g,Nestle,Nestle Pvt Ltd,Beauty & Personal Care,Haircare,Haircare,Nestle Haircare product - high quality and customer favorite.,Pack of 12,Pack,403.38,358.31,Medium,Out of Stock,3.5,4973,2024-06-02,11.17,False,True,434,80139.81,18.98,Telangana,2025-11-08
SKU003188,Dove Utensils 100g,Dove,Dove Pvt Ltd,Home & Cleaning,Utensils,Utensils,Dove Utensils product - high quality and customer favorite.,250g,L,1249.52,1164.49,Medium,Out of Stock,3.6,2301,2023-05-01,6.81,False,True,2461,30874.73,27.68,Maharashtra,2025-11-08
SKU003189,Coca-Cola Accessories 500g,Coca-Cola,Coca-Cola Pvt Ltd,Fashion & Merchandise,Accessories,Accessories,Coca-Cola Accessories product - high quality and customer favorite.,1L,Pack,119.36,101.19,High,In Stock,3.1,1773,2023-03-29,15.22,False,True,3898,31026.2,5.0,Karnataka,2025-11-08
SKU003190,Surf Excel Dairy 500ml,Surf Excel,Surf Excel Pvt Ltd,Grocery & Essentials,Dairy,Dairy,Surf Excel Dairy product - high quality and customer favorite.,500g,Pack,720.32,682.66,High,Seasonal,4.1,1650,2023-09-28,5.23,True,True,3385,69092.38,24.98,Gujarat,2025-11-08
SKU003191,Britannia Dog Food 100g,Britannia,Britannia Pvt Ltd,Pet Care,Dog Food,Dog Food,Britannia Dog Food product - high quality and customer favorite.,250g,L,720.51,668.47,Medium,In Stock,5.0,3164,2023-02-04,7.22,True,False,3936,48199.59,7.41,Maharashtra,2025-11-08
SKU003192,Godrej Socks Pack of 12,Godrej,Godrej Pvt Ltd,Fashion & Merchandise,Socks,Socks,Godrej Socks product - high quality and customer favorite.,100g,g,1357.17,1118.35,Medium,In Stock,3.3,4494,2023-11-07,17.6,True,False,1522,67156.3,11.48,Maharashtra,2025-11-08
SKU003193,Himalaya Hoodies 1L,Himalaya,Himalaya Pvt Ltd,Fashion & Merchandise,Hoodies,Hoodies,Himalaya Hoodies product - high quality and customer favorite.,1L,L,1039.98,874.21,Low,In Stock,4.6,2580,2024-06-18,15.94,True,True,287,57882.7,21.18,Karnataka,2025-11-08
SKU003194,Nivea OTC Pack of 12,Nivea,Nivea Pvt Ltd,Medical & Wellness,OTC,OTC,Nivea OTC product - high quality and customer favorite.,500g,ml,1146.15,1145.78,High,In Stock,4.5,2187,2024-01-19,0.03,False,False,1734,61709.88,17.76,Gujarat,2025-11-08
SKU003195,Dettol Fragrance 1L,Dettol,Dettol Pvt Ltd,Beauty & Personal Care,Fragrance,Fragrance,Dettol Fragrance product - high quality and customer favorite.,1L,ml,401.87,344.24,Medium,Seasonal,3.3,4059,2024-02-14,14.34,True,True,3387,2181.61,3.07,Maharashtra,2025-11-08
SKU003196,Godrej Hygiene Pack of 12,Godrej,Godrej Pvt Ltd,Baby Care,Hygiene,Hygiene,Godrej Hygiene product - high quality and customer favorite.,200ml,L,187.3,175.58,Low,Seasonal,4.1,2687,2024-07-02,6.26,True,False,1524,10428.73,14.43,Rajasthan,2025-11-08
SKU003197,Nivea Snacks Pack of 6,Nivea,Nivea Pvt Ltd,Grocery & Essentials,Snacks,Snacks,Nivea Snacks product - high quality and customer favorite.,100g,Pack,301.12,282.12,High,Out of Stock,3.4,657,2024-04-08,6.31,False,True,1895,68701.15,10.02,Tamil Nadu,2025-11-08
SKU003198,Hershey's Cleaners 1kg,Hershey's,Hershey's Pvt Ltd,Home & Cleaning,Cleaners,Cleaners,Hershey's Cleaners product - high quality and customer favorite.,500g,ml,89.95,85.22,High,In Stock,3.5,2382,2023-05-31,5.26,False,True,1658,22357.83,21.28,Karnataka,2025-11-08
SKU003199,Maggi Utensils Pack of 6,Maggi,Maggi Pvt Ltd,Home & Cleaning,Utensils,Utensils,Maggi Utensils product - high quality and customer favorite.,1L,ml,536.34,515.71,High,In Stock,4.2,2177,2024-06-16,3.85,True,True,1028,96070.39,22.42,West Bengal,2025-11-08
SKU003200,Britannia Storage Pack of 12,Britannia,Britannia Pvt Ltd,Home & Cleaning,Storage,Storage,Britannia Storage product - high quality and customer favorite.,1kg,ml,93.41,88.76,Low,Out of Stock,4.3,3524,2023-05-27,4.98,True,True,4893,83984.95,29.31,Maharashtra,2025-11-08
SKU003201,Maggi Sweets Pack of 12,Maggi,Maggi Pvt Ltd,Seasonal & Festive,Sweets,Sweets,Maggi Sweets product - high quality and customer favorite.,1kg,ml,1288.34,1084.97,Medium,Out of Stock,3.1,3038,2023-08-14,15.79,True,False,1618,40823.29,24.03,Maharashtra,2025-11-08
SKU003202,Tata Accessories 1L,Tata,Tata Pvt Ltd,Fashion & Merchandise,Accessories,Accessories,Tata Accessories product - high quality and customer favorite.,100g,ml,971.45,932.64,Low,Seasonal,3.1,3360,2023-06-21,4.0,True,False,4784,69326.68,18.91,Maharashtra,2025-11-08
SKU003203,Surf Excel Makeup 500g,Surf Excel,Surf Excel Pvt Ltd,Beauty & Personal Care,Makeup,Makeup,Surf Excel Makeup product - high quality and customer favorite.,1kg,L,939.88,760.99,High,In Stock,3.3,4941,2024-08-22,19.03,False,False,3357,76463.52,9.98,Karnataka,2025-11-08
SKU003204,Nivea Fragrance 500ml,Nivea,Nivea Pvt Ltd,Beauty & Personal Care,Fragrance,Fragrance,Nivea Fragrance product - high quality and customer favorite.,250g,ml,532.87,453.87,High,Seasonal,4.0,1607,2023-03-02,14.83,True,True,923,77581.48,13.25,Rajasthan,2025-11-08
SKU003205,Dove Dairy Pack of 6,Dove,Dove Pvt Ltd,Grocery & Essentials,Dairy,Dairy,Dove Dairy product - high quality and customer favorite.,Pack of 6,L,1234.0,1125.02,Low,Out of Stock,3.1,3399,2023-10-10,8.83,True,True,1160,93117.95,4.83,Rajasthan,2025-11-08
SKU003206,Dettol Food 500ml,Dettol,Dettol Pvt Ltd,Baby Care,Food,Food,Dettol Food product - high quality and customer favorite.,1kg,g,217.48,178.28,Low,Seasonal,3.1,4912,2024-07-04,18.02,False,False,3664,24711.45,12.76,West Bengal,2025-11-08
SKU003207,Dove Staples 500g,Dove,Dove Pvt Ltd,Grocery & Essentials,Staples,Staples,Dove Staples product - high quality and customer favorite.,Pack of 6,g,1208.24,1008.7,Low,Seasonal,4.8,3692,2024-06-14,16.51,False,True,4563,70741.83,12.56,Rajasthan,2025-11-08
SKU003208,Dettol Utensils 500g,Dettol,Dettol Pvt Ltd,Home & Cleaning,Utensils,Utensils,Dettol Utensils product - high quality and customer favorite.,Pack of 6,ml,306.37,305.57,High,Out of Stock,4.1,399,2024-04-04,0.26,True,False,1034,47693.39,22.55,Delhi,2025-11-08
SKU003209,Coca-Cola Fresheners Pack of 6,Coca-Cola,Coca-Cola Pvt Ltd,Home & Cleaning,Fresheners,Fresheners,Coca-Cola Fresheners product - high quality and customer favorite.,500ml,ml,390.2,321.22,Low,In Stock,3.8,4823,2023-03-16,17.68,False,True,1565,48317.04,3.68,Maharashtra,2025-11-08
SKU003210,Himalaya Dog Food Pack of 6,Himalaya,Himalaya Pvt Ltd,Pet Care,Dog Food,Dog Food,Himalaya Dog Food product - high quality and customer favorite.,500g,Pack,236.39,222.69,High,In Stock,4.9,796,2023-03-14,5.8,True,False,1191,38099.18,10.19,Telangana,2025-11-08
SKU003211,Zepto T-shirts Pack of 6,Zepto,Zepto Pvt Ltd,Fashion & Merchandise,T-shirts,T-shirts,Zepto T-shirts product - high quality and customer favorite.,250g,L,585.01,547.94,High,Seasonal,3.4,4404,2023-10-02,6.34,False,True,670,77473.8,21.9,Telangana,2025-11-08
SKU003212,Zepto Dog Food 500ml,Zepto,Zepto Pvt Ltd,Pet Care,Dog Food,Dog Food,Zepto Dog Food product - high quality and customer favorite.,500g,L,355.04,320.45,High,Seasonal,4.3,609,2023-03-04,9.74,False,False,4489,60191.35,18.54,Tamil Nadu,2025-11-08
SKU003213,Pampers Diapers Pack of 6,Pampers,Pampers Pvt Ltd,Baby Care,Diapers,Diapers,Pampers Diapers product - high quality and customer favorite.,500ml,g,848.45,734.67,Low,Out of Stock,4.8,4467,2024-04-26,13.41,False,False,4824,42629.3,10.54,Karnataka,2025-11-08
SKU003214,Coca-Cola Diapers Pack of 12,Coca-Cola,Coca-Cola Pvt Ltd,Baby Care,Diapers,Diapers,Coca-Cola Diapers product - high quality and customer favorite.,1L,ml,972.62,841.53,Low,Out of Stock,5.0,4824,2023-09-22,13.48,False,False,4999,50568.15,13.61,West Bengal,2025-11-08
SKU003215,Coca-Cola Dog Food 1kg,Coca-Cola,Coca-Cola Pvt Ltd,Pet Care,Dog Food,Dog Food,Coca-Cola Dog Food product - high quality and customer favorite.,1L,L,947.04,783.23,Medium,Out of Stock,3.6,4873,2023-08-04,17.3,True,False,4802,80063.27,27.64,Delhi,2025-11-08
SKU003216,Coca-Cola Fresheners 1kg,Coca-Cola,Coca-Cola Pvt Ltd,Home & Cleaning,Fresheners,Fresheners,Coca-Cola Fresheners product - high quality and customer favorite.,500ml,Pack,1054.92,1007.22,Low,Out of Stock,4.2,3450,2023-04-29,4.52,False,True,3347,99836.96,27.2,Gujarat,2025-11-08
SKU003217,Tata Skincare 500ml,Tata,Tata Pvt Ltd,Beauty & Personal Care,Skincare,Skincare,Tata Skincare product - high quality and customer favorite.,Pack of 12,ml,943.12,783.71,Low,Seasonal,3.1,1364,2024-02-15,16.9,False,True,1450,12339.4,9.35,Tamil Nadu,2025-11-08
SKU003218,Tata Hoodies 100g,Tata,Tata Pvt Ltd,Fashion & Merchandise,Hoodies,Hoodies,Tata Hoodies product - high quality and customer favorite.,Pack of 6,Pack,1447.57,1295.32,Medium,In Stock,5.0,389,2024-04-04,10.52,False,True,4498,96726.41,9.75,Karnataka,2025-11-08
SKU003219,Nivea Accessories Pack of 6,Nivea,Nivea Pvt Ltd,Pet Care,Accessories,Accessories,Nivea Accessories product - high quality and customer favorite.,500ml,g,536.96,467.63,Medium,In Stock,4.9,508,2024-08-08,12.91,False,True,947,79028.74,24.04,Karnataka,2025-11-08
SKU003220,Nivea Diapers 250g,Nivea,Nivea Pvt Ltd,Baby Care,Diapers,Diapers,Nivea Diapers product - high quality and customer favorite.,500ml,L,455.16,378.57,Low,Seasonal,3.2,3371,2023-07-11,16.83,False,True,1199,22763.76,12.1,Rajasthan,2025-11-08
SKU003221,Pampers Bath Pack of 6,Pampers,Pampers Pvt Ltd,Beauty & Personal Care,Bath,Bath,Pampers Bath product - high quality and customer favorite.,1L,ml,530.21,478.27,Low,Out of Stock,4.9,3046,2023-12-30,9.8,True,True,3850,67924.03,20.29,Rajasthan,2025-11-08
SKU003222,Nestle Hygiene 100g,Nestle,Nestle Pvt Ltd,Baby Care,Hygiene,Hygiene,Nestle Hygiene product - high quality and customer favorite.,200ml,Pack,626.89,522.36,Low,In Stock,4.5,2547,2023-01-31,16.67,True,False,4778,96546.99,22.64,Karnataka,2025-11-08
SKU003223,Whiskas Cat Food 500g,Whiskas,Whiskas Pvt Ltd,Pet Care,Cat Food,Cat Food,Whiskas Cat Food product - high quality and customer favorite.,100g,g,1139.52,1138.65,High,Out of Stock,4.8,1132,2023-05-01,0.08,True,True,177,17757.89,8.74,Rajasthan,2025-11-08
SKU003224,Coca-Cola Gifting 1kg,Coca-Cola,Coca-Cola Pvt Ltd,Seasonal & Festive,Gifting,Gifting,Coca-Cola Gifting product - high quality and customer favorite.,500ml,ml,1235.73,1202.44,High,Out of Stock,4.1,2844,2023-03-30,2.69,False,True,4894,68806.26,17.23,Karnataka,2025-11-08
SKU003225,Britannia Fragrance Pack of 12,Britannia,Britannia Pvt Ltd,Beauty & Personal Care,Fragrance,Fragrance,Britannia Fragrance product - high quality and customer favorite.,500ml,g,277.91,255.06,High,Out of Stock,3.8,3379,2023-07-22,8.22,False,True,3765,28417.96,3.79,Karnataka,2025-11-08
SKU003226,Pampers Hygiene 500ml,Pampers,Pampers Pvt Ltd,Baby Care,Hygiene,Hygiene,Pampers Hygiene product - high quality and customer favorite.,Pack of 6,g,1146.97,952.96,High,Out of Stock,4.4,1131,2023-04-28,16.92,False,True,55,78244.07,15.94,Rajasthan,2025-11-08
SKU003227,Dove Staples 250g,Dove,Dove Pvt Ltd,Grocery & Essentials,Staples,Staples,Dove Staples product - high quality and customer favorite.,250g,L,1349.31,1101.58,High,Out of Stock,4.9,4697,2023-10-31,18.36,True,False,3224,97376.7,12.5,Telangana,2025-11-08
SKU003228,Pampers Sweets 250g,Pampers,Pampers Pvt Ltd,Seasonal & Festive,Sweets,Sweets,Pampers Sweets product - high quality and customer favorite.,500g,L,1237.44,1076.13,High,Seasonal,5.0,351,2023-02-19,13.04,True,False,2965,22873.61,18.81,Telangana,2025-11-08
SKU003229,Nivea Dog Food 1L,Nivea,Nivea Pvt Ltd,Pet Care,Dog Food,Dog Food,Nivea Dog Food product - high quality and customer favorite.,250g,Pack,1112.51,985.84,Low,In Stock,3.3,4481,2024-04-02,11.39,True,False,1737,55219.22,15.84,Karnataka,2025-11-08
SKU003230,Pampers Bath 200ml,Pampers,Pampers Pvt Ltd,Beauty & Personal Care,Bath,Bath,Pampers Bath product - high quality and customer favorite.,250g,ml,1474.89,1438.38,Low,In Stock,4.9,1202,2023-11-27,2.48,False,True,1922,12126.45,3.3,Delhi,2025-11-08
SKU003231,Patanjali Dog Food Pack of 12,Patanjali,Patanjali Pvt Ltd,Pet Care,Dog Food,Dog Food,Patanjali Dog Food product - high quality and customer favorite.,Pack of 6,g,165.57,140.78,Low,In Stock,3.3,4559,2024-02-06,14.97,False,True,4849,83687.52,15.94,Telangana,2025-11-08
SKU003232,Whiskas T-shirts 1kg,Whiskas,Whiskas Pvt Ltd,Fashion & Merchandise,T-shirts,T-shirts,Whiskas T-shirts product - high quality and customer favorite.,Pack of 6,g,798.54,644.09,Low,Out of Stock,3.1,1339,2023-04-05,19.34,True,False,4283,39894.86,14.38,Rajasthan,2025-11-08
SKU003233,Godrej Gifting 100g,Godrej,Godrej Pvt Ltd,Seasonal & Festive,Gifting,Gifting,Godrej Gifting product - high quality and customer favorite.,1kg,Pack,1215.07,1189.97,Low,Out of Stock,3.2,2321,2023-09-09,2.07,True,False,4411,95031.48,21.88,Maharashtra,2025-11-08
SKU003234,Amul Haircare 500g,Amul,Amul Pvt Ltd,Beauty & Personal Care,Haircare,Haircare,Amul Haircare product - high quality and customer favorite.,Pack of 12,Pack,630.05,609.37,Medium,In Stock,4.8,3881,2024-03-30,3.28,True,False,2088,55776.68,23.58,Rajasthan,2025-11-08
SKU003235,Dettol Cereals 200ml,Dettol,Dettol Pvt Ltd,Grocery & Essentials,Cereals,Cereals,Dettol Cereals product - high quality and customer favorite.,Pack of 6,ml,136.84,133.55,High,Seasonal,4.5,1343,2023-03-24,2.4,False,False,2814,30918.4,9.09,Karnataka,2025-11-08
SKU003236,Godrej Supplements 1L,Godrej,Godrej Pvt Ltd,Medical & Wellness,Supplements,Supplements,Godrej Supplements product - high quality and customer favorite.,500ml,Pack,785.78,718.17,High,In Stock,4.7,710,2023-04-15,8.6,True,False,1396,37964.28,9.37,Maharashtra,2025-11-08
SKU003237,Coca-Cola Gifting 100g,Coca-Cola,Coca-Cola Pvt Ltd,Seasonal & Festive,Gifting,Gifting,Coca-Cola Gifting product - high quality and customer favorite.,200ml,Pack,881.23,820.32,High,Out of Stock,3.9,1875,2023-08-10,6.91,True,False,889,62945.93,28.5,Tamil Nadu,2025-11-08
SKU003238,Colgate Food 250g,Colgate,Colgate Pvt Ltd,Baby Care,Food,Food,Colgate Food product - high quality and customer favorite.,Pack of 12,Pack,1426.64,1150.44,Medium,Seasonal,3.9,2304,2023-06-13,19.36,False,False,817,87493.4,17.6,West Bengal,2025-11-08
SKU003239,Pepsi Supplements 100g,Pepsi,Pepsi Pvt Ltd,Medical & Wellness,Supplements,Supplements,Pepsi Supplements product - high quality and customer favorite.,250g,L,65.05,58.4,Low,Seasonal,4.4,153,2024-07-07,10.22,False,True,60,75362.89,25.42,Karnataka,2025-11-08
SKU003240,Patanjali Gifting Pack of 12,Patanjali,Patanjali Pvt Ltd,Seasonal & Festive,Gifting,Gifting,Patanjali Gifting product - high quality and customer favorite.,100g,ml,935.04,752.82,Medium,Seasonal,4.9,4494,2024-07-10,19.49,True,False,3799,71473.67,4.0,Rajasthan,2025-11-08
SKU003241,Amul Home Decor 1L,Amul,Amul Pvt Ltd,Seasonal & Festive,Home Decor,Home Decor,Amul Home Decor product - high quality and customer favorite.,Pack of 12,ml,283.61,247.73,High,Seasonal,3.3,4086,2024-01-17,12.65,False,True,774,41933.22,28.78,Gujarat,2025-11-08
SKU003242,Dettol Storage 100g,Dettol,Dettol Pvt Ltd,Home & Cleaning,Storage,Storage,Dettol Storage product - high quality and customer favorite.,100g,g,145.61,138.84,Low,In Stock,4.1,3264,2023-09-21,4.65,False,True,44,10768.18,29.01,Gujarat,2025-11-08
SKU003243,Hershey's Gifting 200ml,Hershey's,Hershey's Pvt Ltd,Seasonal & Festive,Gifting,Gifting,Hershey's Gifting product - high quality and customer favorite.,250g,L,866.14,743.97,Low,In Stock,4.7,3698,2023-03-10,14.11,True,False,4448,92489.01,20.06,West Bengal,2025-11-08
SKU003244,Pedigree Supplements 500g,Pedigree,Pedigree Pvt Ltd,Medical & Wellness,Supplements,Supplements,Pedigree Supplements product - high quality and customer favorite.,Pack of 12,Pack,750.06,716.11,Medium,Out of Stock,3.3,774,2024-01-02,4.53,False,True,2228,58512.6,8.46,Rajasthan,2025-11-08
SKU003245,Nivea Supplements Pack of 6,Nivea,Nivea Pvt Ltd,Medical & Wellness,Supplements,Supplements,Nivea Supplements product - high quality and customer favorite.,100g,L,794.55,750.42,High,Out of Stock,3.8,4467,2023-02-16,5.55,True,True,3774,17852.62,22.38,Karnataka,2025-11-08
SKU003246,Pedigree Food 1kg,Pedigree,Pedigree Pvt Ltd,Baby Care,Food,Food,Pedigree Food product - high quality and customer favorite.,1kg,g,1231.9,1018.34,Medium,In Stock,4.7,1435,2024-08-20,17.34,True,True,1463,75097.32,8.39,Karnataka,2025-11-08
SKU003247,Amul Haircare 500ml,Amul,Amul Pvt Ltd,Beauty & Personal Care,Haircare,Haircare,Amul Haircare product - high quality and customer favorite.,500g,Pack,633.58,513.46,Low,Seasonal,3.7,4901,2023-12-20,18.96,True,True,1009,97096.66,15.13,Tamil Nadu,2025-11-08
SKU003248,Surf Excel Diapers Pack of 12,Surf Excel,Surf Excel Pvt Ltd,Baby Care,Diapers,Diapers,Surf Excel Diapers product - high quality and customer favorite.,1kg,ml,1032.14,956.14,Medium,Out of Stock,4.4,4685,2023-11-24,7.36,False,True,4966,37140.33,24.39,Tamil Nadu,2025-11-08
SKU003249,Dettol Dairy 200ml,Dettol,Dettol Pvt Ltd,Grocery & Essentials,Dairy,Dairy,Dettol Dairy product - high quality and customer favorite.,250g,Pack,952.24,806.37,Low,Seasonal,3.8,598,2024-01-17,15.32,False,False,4272,82050.76,25.02,Tamil Nadu,2025-11-08
SKU003250,Britannia Sweets 500g,Britannia,Britannia Pvt Ltd,Seasonal & Festive,Sweets,Sweets,Britannia Sweets product - high quality and customer favorite.,200ml,Pack,458.06,447.29,Low,Seasonal,3.7,708,2023-02-01,2.35,False,False,11,63696.21,19.51,Maharashtra,2025-11-08
SKU003251,Himalaya Gifting 1L,Himalaya,Himalaya Pvt Ltd,Seasonal & Festive,Gifting,Gifting,Himalaya Gifting product - high quality and customer favorite.,200ml,ml,163.52,148.39,Medium,Seasonal,3.9,2663,2024-02-26,9.25,True,True,395,22770.42,3.96,Gujarat,2025-11-08
SKU003252,Coca-Cola OTC 1kg,Coca-Cola,Coca-Cola Pvt Ltd,Medical & Wellness,OTC,OTC,Coca-Cola OTC product - high quality and customer favorite.,1L,L,63.53,60.35,High,In Stock,3.3,595,2024-03-01,5.01,True,False,1625,9517.72,13.35,Karnataka,2025-11-08
SKU003253,Colgate Accessories 500g,Colgate,Colgate Pvt Ltd,Pet Care,Accessories,Accessories,Colgate Accessories product - high quality and customer favorite.,Pack of 6,Pack,1011.14,888.21,Low,In Stock,3.9,4741,2023-03-16,12.16,False,True,4269,15623.71,11.09,West Bengal,2025-11-08
SKU003254,Himalaya Bath 500g,Himalaya,Himalaya Pvt Ltd,Beauty & Personal Care,Bath,Bath,Himalaya Bath product - high quality and customer favorite.,100g,ml,912.97,818.37,High,Out of Stock,3.4,1236,2023-10-20,10.36,False,True,2696,56280.72,21.46,Gujarat,2025-11-08
SKU003255,Nestle Fresheners 100g,Nestle,Nestle Pvt Ltd,Home & Cleaning,Fresheners,Fresheners,Nestle Fresheners product - high quality and customer favorite.,500g,Pack,993.65,953.55,Medium,Out of Stock,4.2,190,2023-12-02,4.04,False,True,1521,39124.03,20.43,Tamil Nadu,2025-11-08
SKU003256,Pepsi OTC 1L,Pepsi,Pepsi Pvt Ltd,Medical & Wellness,OTC,OTC,Pepsi OTC product - high quality and customer favorite.,100g,ml,937.68,890.95,High,Out of Stock,3.9,645,2023-01-31,4.98,False,False,1209,68218.29,17.95,Rajasthan,2025-11-08
SKU003257,Godrej Beverages 1kg,Godrej,Godrej Pvt Ltd,Grocery & Essentials,Beverages,Beverages,Godrej Beverages product - high quality and customer favorite.,Pack of 12,ml,117.95,97.67,Low,Out of Stock,4.3,905,2023-01-25,17.19,True,False,1933,8434.49,26.66,Maharashtra,2025-11-08
SKU003258,Surf Excel Hygiene 1kg,Surf Excel,Surf Excel Pvt Ltd,Baby Care,Hygiene,Hygiene,Surf Excel Hygiene product - high quality and customer favorite.,500g,g,1448.03,1361.39,High,Out of Stock,3.9,1484,2024-03-08,5.98,False,True,3093,13857.21,9.31,Gujarat,2025-11-08
